Product,Capacity,Length,Width,Thickness,Voltage
LP525090,3000,90,50,5.2,3.7
LP525877,3000,77,58,5.2,3.7
LP526985,3500,85,69,5.2,3.7
LP527377,3500,77,73,5.2,3.7
LP5261104,3900,104,61,5.2,3.7
LP525979,4000,79,59,5.2,3.7
LP528777,4100,77,87,5.2,3.7
LP5254138,5000,138,54,5.2,3.7
LP529597,6000,97,95,5.2,3.7
LP531015,40,15,10,5.3,3.7
LP531220,100,20,12,5.3,3.7
LP531221,100,21,12,5.3,3.7
LP531030,115,30,10,5.3,3.7
LP531229,140,29,12,5.3,3.7
LP531522,150,22,15,5.3,3.7
LP531529,150,29,15,5.3,3.7
LP531430,175,30,14,5.3,3.7
LP532025,200,25,20,5.3,3.7
LP531732,250,32,17,5.3,3.7
LP532033,330,33,20,5.3,3.7
LP531935,350,35,19,5.3,3.7
LP532035,350,35,20,5.3,3.7
LP532233,370,33,22,5.3,3.7
LP532040,390,40,20,5.3,3.7
LP532240,390,40,22,5.3,3.7
LP532831,400,31,28,5.3,3.7
LP532337,420,37,23,5.3,3.7
LP532727,420,27,27,5.3,3.7
LP532336,430,36,23,5.3,3.7
LP532626,440,26,26,5.3,3.7
LP532050,500,50,20,5.3,3.7
LP532540,500,40,25,5.3,3.7
LP532931,560,31,29,5.3,3.7
LP532545,600,45,25,5.3,3.7
LP532845,750,45,28,5.3,3.7
LP533441,770,41,34,5.3,3.7
LP532257,790,57,22,5.3,3.7
LP531884,850,84,18,5.3,3.7
LP533448,870,48,34,5.3,3.7
LP532555,950,55,25,5.3,3.7
LP533331,950,31,33,5.3,3.7
LP533640,950,40,36,5.3,3.7
LP533450,1000,50,34,5.3,3.7
LP533562,1000,62,35,5.3,3.7
LP533947,1000,47,39,5.3,3.7
LP534050,1200,50,40,5.3,3.7
LP533759,1250,59,37,5.3,3.7
LP534848,1400,48,48,5.3,3.7
LP533274,1500,74,32,5.3,3.7
LP535056,1600,56,50,5.3,3.7
LP533572,1700,72,35,5.3,3.7
LP535058,1700,58,50,5.3,3.7
LP534764,1900,64,47,5.3,3.7
LP534468,1950,68,44,5.3,3.7
LP533495,2000,95,34,5.3,3.7
LP533680,2000,80,36,5.3,3.7
LP535066,2200,66,50,5.3,3.7
LP535688,2500,88,56,5.3,3.7
LP535961,2550,61,59,5.3,3.7
LP534290,2600,90,42,5.3,3.7
LP534991,2800,91,49,5.3,3.7
LP535774,3000,74,57,5.3,3.7
LP536683,3400,83,66,5.3,3.7
LP5360105,5000,105,60,5.3,3.7
LP538090,5000,90,80,5.3,3.7
LP541110,40,10,11,5.4,3.7
LP541014,50,14,10,5.4,3.7
LP541015,55,15,10,5.4,3.7
LP541116,55,16,11,5.4,3.7
LP541415,80,15,14,5.4,3.7
LP541823,170,23,18,5.4,3.7
LP541235,180,35,12,5.4,3.7
LP541240,205,40,12,5.4,3.7
LP541244,240,44,12,5.4,3.7
LP541438,280,38,14,5.4,3.7
LP544066,280,66,40,5.4,3.7
LP542623,300,23,26,5.4,3.7
LP541841,370,41,18,5.4,3.7
LP542338,400,38,23,5.4,3.7
LP542535,400,35,25,5.4,3.7
LP542630,400,30,26,5.4,3.7
LP543026,400,26,30,5.4,3.7
LP542439,500,39,24,5.4,3.7
LP542840,500,40,28,5.4,3.7
LP542931,500,31,29,5.4,3.7
LP544136,600,36,41,5.4,3.7
LP543442,900,42,34,5.4,3.7
LP542577,1080,77,25,5.4,3.7
LP544048,1150,48,40,5.4,3.7
LP544046,1200,46,40,5.4,3.7
LP543960,1400,60,39,5.4,3.7
LP5425110,1700,110,25,5.4,3.7
LP544764,1900,64,47,5.4,3.7
LP544268,1980,68,42,5.4,3.7
LP543776,2000,76,37,5.4,3.7
LP544473,2000,73,44,5.4,3.7
LP544857,2000,57,48,5.4,3.7
LP544968,2100,68,49,5.4,3.7
LP545170,2300,70,51,5.4,3.7
LP544680,2450,80,46,5.4,3.7
LP545066,2500,66,50,5.4,3.7
LP545068,2500,68,50,5.4,3.7
LP545668,2550,68,56,5.4,3.7
LP546162,2550,62,61,5.4,3.7
LP545978,2900,78,59,5.4,3.7
LP544088,3250,88,40,5.4,3.7
LP544098,3250,98,40,5.4,3.7
LP546487,3500,87,64,5.4,3.7
LP546791,3900,91,67,5.4,3.7
LP546597,4000,97,65,5.4,3.7
LP5465125,5250,125,65,5.4,3.7
LP546696,5700,96,66,5.4,3.7
LP5481107,8000,107,81,5.4,3.7
LP551011,30,11,10,5.5,3.7
LP551013,40,13,10,5.5,3.7
LP551015,40,15,10,5.5,3.7
LP551111,40,11,11,5.5,3.7
LP551113,40,13,11,5.5,3.7
LP551213,45,13,12,5.5,3.7
LP551012,50,12,10,5.5,3.7
LP551014,50,14,10,5.5,3.7
LP551212,50,12,12,5.5,3.7
LP551114,55,14,11,5.5,3.7
LP551214,55,14,12,5.5,3.7
LP551215,60,15,12,5.5,3.7
LP551414,60,14,14,5.5,3.7
LP551415,80,15,14,5.5,3.7
LP551416,80,16,14,5.5,3.7
LP551419,100,19,14,5.5,3.7
LP551520,100,20,15,5.5,3.7
LP551323,120,23,13,5.5,3.7
LP551423,120,23,14,5.5,3.7
LP551522,120,22,15,5.5,3.7
LP551521,130,21,15,5.5,3.7
LP551228,150,28,12,5.5,3.7
LP551230,150,30,12,5.5,3.7
LP551233,180,33,12,5.5,3.7
LP551235,180,35,12,5.5,3.7
LP551530,200,30,15,5.5,3.7
LP551730,220,30,17,5.5,3.7
LP551240,230,40,12,5.5,3.7
LP551435,230,35,14,5.5,3.7
LP551927,230,27,19,5.5,3.7
LP552025,230,25,20,5.5,3.7
LP551728,240,28,17,5.5,3.7
LP551142,250,42,11,5.5,3.7
LP551144,250,44,11,5.5,3.7
LP551145,250,45,11,5.5,3.7
LP551340,250,40,13,5.5,3.7
LP551732,250,32,17,5.5,3.7
LP551245 H,260,45,12,5.5,3.7
LP551246,260,46,12,5.5,3.7
LP551243,270,43,12,5.5,3.7
LP552225,270,25,22,5.5,3.7
LP551253,280,53,12,5.5,3.7
LP552030,290,30,20,5.5,3.7
LP551834,300,34,18,5.5,3.7
LP552230,320,30,22,5.5,3.7
LP552622,320,22,26,5.5,3.7
LP552033,330,33,20,5.5,3.7
LP552426,330,26,24,5.5,3.7
LP551836,340,36,18,5.5,3.7
LP551160,350,60,11,5.5,3.7
LP551263,350,63,12,5.5,3.7
LP552035,350,35,20,5.5,3.7
LP552234,350,34,22,5.5,3.7
LP551739,380,39,17,5.5,3.7
LP551460,400,60,14,5.5,3.7
LP552040,400,40,20,5.5,3.7
LP552138,400,38,21,5.5,3.7
LP552242,400,42,22,5.5,3.7
LP552436,400,36,24,5.5,3.7
LP552528,400,28,25,5.5,3.7
LP552530,400,30,25,5.5,3.7
LP552731,400,31,27,5.5,3.7
LP551554,420,54,15,5.5,3.7
LP551750,420,50,17,5.5,3.7
LP552331,430,31,23,5.5,3.7
LP552431,430,31,24,5.5,3.7
LP552045,450,45,20,5.5,3.7
LP552535,450,35,25,5.5,3.7
LP552240,460,40,22,5.5,3.7
LP552050,470,50,20,5.5,3.7
LP553030,470,30,30,5.5,3.7
LP552531,500,31,25,5.5,3.7
LP552632,500,32,26,5.5,3.7
LP552633,500,33,26,5.5,3.7
LP552730,500,30,27,5.5,3.7
LP552249,550,49,22,5.5,3.7
LP552540,550,40,25,5.5,3.7
LP5565125,570,125,65,5.5,3.7
LP552250,600,50,22,5.5,3.7
LP552447,600,47,24,5.5,3.7
LP552548,600,48,25,5.5,3.7
LP553040,650,40,30,5.5,3.7
LP553436,650,36,34,5.5,3.7
LP551965,700,65,19,5.5,3.7
LP553157,700,57,31,5.5,3.7
LP553440,730,40,34,5.5,3.7
LP552550,750,50,25,5.5,3.7
LP552848,750,48,28,5.5,3.7
LP553045,750,45,30,5.5,3.7
LP553046,750,46,30,5.5,3.7
LP553639,790,39,36,5.5,3.7
LP552360,800,60,23,5.5,3.7
LP553051,800,51,30,5.5,3.7
LP553442,800,42,34,5.5,3.7
LP553444,830,44,34,5.5,3.7
LP552466,850,66,24,5.5,3.7
LP553443,850,43,34,5.5,3.7
LP552365,880,65,23,5.5,3.7
LP552080,900,80,20,5.5,3.7
LP552368,900,68,23,5.5,3.7
LP552854,900,54,28,5.5,3.7
LP552855,900,55,28,5.5,3.7
LP553048,900,48,30,5.5,3.7
LP553155,950,55,31,5.5,3.7
LP553740,970,40,37,5.5,3.7
LP553054,1000,54,30,5.5,3.7
LP554040,1000,40,40,5.5,3.7
LP553454,1050,54,34,5.5,3.7
LP553060,1100,60,30,5.5,3.7
LP553450,1100,50,34,5.5,3.7
LP553455,1200,55,34,5.5,3.7
LP553851,1200,51,38,5.5,3.7
LP554147,1200,47,41,5.5,3.7
LP554545,1300,45,45,5.5,3.7
LP553759,1350,59,37,5.5,3.7
LP553758,1400,58,37,5.5,3.7
LP554256,1500,56,42,5.5,3.7
LP555145,1500,45,51,5.5,3.7
LP553566,1550,66,35,5.5,3.7
LP554654,1550,54,46,5.5,3.7
LP555152,1550,52,51,5.5,3.7
LP554060,1600,60,40,5.5,3.7
LP554252,1600,52,42,5.5,3.7
LP554551,1600,51,45,5.5,3.7
LP555050,1600,50,50,5.5,3.7
LP553580,1800,80,35,5.5,3.7
LP554168,1800,68,41,5.5,3.7
LP554169,1800,69,41,5.5,3.7
LP554365,1800,65,43,5.5,3.7
LP553482,1900,82,34,5.5,3.7
LP554860,1900,60,48,5.5,3.7
LP553978,2000,78,39,5.5,3.7
LP554460,2000,60,44,5.5,3.7
LP555164,2000,64,51,5.5,3.7
LP555370,2000,70,53,5.5,3.7
LP555068,2200,68,50,5.5,3.7
LP555161,2200,61,51,5.5,3.7
LP555761,2200,61,57,5.5,3.7
LP554088,2300,88,40,5.5,3.7
LP555660,2350,60,56,5.5,3.7
LP554673,2400,73,46,5.5,3.7
LP555070,2400,70,50,5.5,3.7
LP553797,2500,97,37,5.5,3.7
LP554091,2500,91,40,5.5,3.7
LP555168,2500,68,51,5.5,3.7
LP555175,2500,75,51,5.5,3.7
LP556065,2500,65,60,5.5,3.7
LP555376,2600,76,53,5.5,3.7
LP556066,2600,66,60,5.5,3.7
LP555585,2800,85,55,5.5,3.7
LP554975,3000,75,49,5.5,3.7
LP555097,3050,97,50,5.5,3.7
LP556676,3300,76,66,5.5,3.7
LP557469,3300,69,74,5.5,3.7
LP556264,3350,64,62,5.5,3.7
LP554798,3400,98,47,5.5,3.7
LP556086,3400,86,60,5.5,3.7
LP5550115,3700,115,50,5.5,3.7
LP5551106,3700,106,51,5.5,3.7
LP556085,3800,85,60,5.5,3.7
LP556997,4500,97,69,5.5,3.7
LP5561107,4600,107,61,5.5,3.7
LP5556136,5000,136,56,5.5,3.7
LP5565110,5000,110,65,5.5,3.7
LP5565112,5000,112,65,5.5,3.7
LP5565113,5000,113,65,5.5,3.7
LP5559150,5800,150,59,5.5,3.7
LP561214,55,14,12,5.6,3.7
LP561235,165,35,12,5.6,3.7
LP561630,200,30,16,5.6,3.7
LP562224,280,24,22,5.6,3.7
LP562527,280,27,25,5.6,3.7
LP562324,300,24,23,5.6,3.7
LP562035,350,35,20,5.6,3.7
LP562334,400,34,23,5.6,3.7
LP562630,400,30,26,5.6,3.7
LP562044,450,44,20,5.6,3.7
LP562535,450,35,25,5.6,3.7
LP562438,500,38,24,5.6,3.7
LP562737,500,37,27,5.6,3.7
LP563030,500,30,30,5.6,3.7
LP561763,550,63,17,5.6,3.7
LP562248,550,48,22,5.6,3.7
LP561563,560,63,15,5.6,3.7
LP562148,580,48,21,5.6,3.7
LP562347,600,47,23,5.6,3.7
LP563142,700,42,31,5.6,3.7
LP563434,700,34,34,5.6,3.7
LP563440,800,40,34,5.6,3.7
LP563754,1300,54,37,5.6,3.7
LP564261,1400,61,42,5.6,3.7
LP562973,1700,73,29,5.6,3.7
LP5631107,1900,107,31,5.6,3.7
LP565748,2000,48,57,5.6,3.7
LP5625149,2200,149,25,5.6,3.7
LP564177,2400,77,41,5.6,3.7
LP564497,2500,97,44,5.6,3.7
LP564781,2500,81,47,5.6,3.7
LP565772,3400,72,57,5.6,3.7
LP566293,4000,93,62,5.6,3.7
LP5666113,5000,113,66,5.6,3.7
LP571235,180,35,12,5.7,3.7
LP571230,190,30,12,5.7,3.7
LP571225,200,25,12,5.7,3.7
LP572030,310,30,20,5.7,3.7
LP572225,320,25,22,5.7,3.7
LP571560,520,60,15,5.7,3.7
LP572738,700,38,27,5.7,3.7
LP573229,700,29,32,5.7,3.7
LP572060,720,60,20,5.7,3.7
LP573445,900,45,34,5.7,3.7
LP573347,1050,47,33,5.7,3.7
LP573450,1050,50,34,5.7,3.7
LP573540,1100,40,35,5.7,3.7
LP573653,1200,53,36,5.7,3.7
LP573663,1200,63,36,5.7,3.7
LP574058,1200,58,40,5.7,3.7
LP573759,1400,59,37,5.7,3.7
LP575050,1450,50,50,5.7,3.7
LP574257,1800,57,42,5.7,3.7
LP574254,1900,54,42,5.7,3.7
LP573679,2000,79,36,5.7,3.7
LP575863,2400,63,58,5.7,3.7
LP575171,2500,71,51,5.7,3.7
LP575575,2500,75,55,5.7,3.7
LP575052,2750,52,50,5.7,3.7
LP575072,3000,72,50,5.7,3.7
LP575274,3100,74,52,5.7,3.7
LP5744109,3200,109,44,5.7,3.7
LP575586,3450,86,55,5.7,3.7
LP576290,3700,90,62,5.7,3.7
LP575593,4000,93,55,5.7,3.7
LP5758102,4000,102,58,5.7,3.7
LP581013,50,13,10,5.8,3.7
LP581020,50,20,10,5.8,3.7
LP581015,55,15,10,5.8,3.7
LP581113,60,13,11,5.8,3.7
LP581214,60,14,12,5.8,3.7
LP581414,60,14,14,5.8,3.7
LP581519,105,19,15,5.8,3.7
LP581323,130,23,13,5.8,3.7
LP581230,170,30,12,5.8,3.7
LP581620,170,20,16,5.8,3.7
LP581625,180,25,16,5.8,3.7
LP581534,220,34,15,5.8,3.7
LP581248,250,48,12,5.8,3.7
LP581435,250,35,14,5.8,3.7
LP581735,300,35,17,5.8,3.7
LP582525,300,25,25,5.8,3.7
LP581838,350,38,18,5.8,3.7
LP582128,350,28,21,5.8,3.7
LP582424,355,24,24,5.8,3.7
LP581646,380,46,16,5.8,3.7
LP582529,380,29,25,5.8,3.7
LP582038,400,38,20,5.8,3.7
LP582040,400,40,20,5.8,3.7
LP582528,400,28,25,5.8,3.7
LP582626,400,26,26,5.8,3.7
LP582728,400,28,27,5.8,3.7
LP582235,430,35,22,5.8,3.7
LP582533,470,33,25,5.8,3.7
LP582045,500,45,20,5.8,3.7
LP582246,500,46,22,5.8,3.7
LP582828,510,28,28,5.8,3.7
LP582540,560,40,25,5.8,3.7
LP582148,580,48,21,5.8,3.7
LP583047,600,47,30,5.8,3.7
LP583029,640,29,30,5.8,3.7
LP582446,650,46,24,5.8,3.7
LP583136,650,36,31,5.8,3.7
LP582360,700,60,23,5.8,3.7
LP583436,700,36,34,5.8,3.7
LP582060,730,60,20,5.8,3.7
LP582750,800,50,27,5.8,3.7
LP583045,800,45,30,5.8,3.7
LP583638,800,38,36,5.8,3.7
LP583048,850,48,30,5.8,3.7
LP583443,850,43,34,5.8,3.7
LP583444,950,44,34,5.8,3.7
LP583442,990,42,34,5.8,3.7
LP583450,1000,50,34,5.8,3.7
LP582578,1150,78,25,5.8,3.7
LP583455,1200,55,34,5.8,3.7
LP584045,1200,45,40,5.8,3.7
LP583572,1450,72,35,5.8,3.7
LP583083,1500,83,30,5.8,3.7
LP583859,1500,59,38,5.8,3.7
LP584250,1800,50,42,5.8,3.7
LP584558,1900,58,45,5.8,3.7
LP584858,1900,58,48,5.8,3.7
LP5828115,2000,115,28,5.8,3.7
LP584265,2000,65,42,5.8,3.7
LP584368,2000,68,43,5.8,3.7
LP584082,2230,82,40,5.8,3.7
LP585068,2300,68,50,5.8,3.7
LP585070,2500,70,50,5.8,3.7
LP585176,2500,76,51,5.8,3.7
LP584679,2600,79,46,5.8,3.7
LP585570,2600,70,55,5.8,3.7
LP584684,2800,84,46,5.8,3.7
LP585178,3000,78,51,5.8,3.7
LP5852101,3200,101,52,5.8,3.7
LP583964,3900,64,39,5.8,3.7
LP586094,3900,94,60,5.8,3.7
LP588068,4000,68,80,5.8,3.7
LP5863106,5000,106,63,5.8,3.7
LP5864100,5000,100,64,5.8,3.7
LP586888,5000,88,68,5.8,3.7
LP591738,370,38,17,5.9,3.7
LP592631,420,31,26,5.9,3.7
LP592628,460,28,26,5.9,3.7
LP592535,500,35,25,5.9,3.7
LP592930,500,30,29,5.9,3.7
LP591944,550,44,19,5.9,3.7
LP593040,700,40,30,5.9,3.7
LP594646,1400,46,46,5.9,3.7
LP594757,1800,57,47,5.9,3.7
LP593687,2200,87,36,5.9,3.7
LP595459,2200,59,54,5.9,3.7
LP595460,2200,60,54,5.9,3.7
LP595458,2250,58,54,5.9,3.7
LP595559,2650,59,55,5.9,3.7
LP596766,3100,66,67,5.9,3.7
LP595287,3200,87,52,5.9,3.7
LP595490,3400,90,54,5.9,3.7
LP600811,35,11,8,6,3.7
LP600812,35,12,8,6,3.7
LP600912,38,12,9,6,3.7
LP601111,40,11,11,6,3.7
LP601013,42,13,10,6,3.7
LP601112,45,12,11,6,3.7
LP601015,60,15,10,6,3.7
LP601113,60,13,11,6,3.7
LP601114,65,14,11,6,3.7
LP601115,65,15,11,6,3.7
LP601214,65,14,12,6,3.7
LP601020,85,20,10,6,3.7
LP601218,90,18,12,6,3.7
LP601219,90,19,12,6,3.7
LP601024,95,24,10,6,3.7
LP601419,100,19,14,6,3.7
LP601717,100,17,17,6,3.7
LP601025,110,25,10,6,3.7
LP601220,110,20,12,6,3.7
LP601519,110,19,15,6,3.7
LP600940,120,40,9,6,3.7
LP601223,120,23,12,6,3.7
LP601225,120,25,12,6,3.7
LP601125,130,25,11,6,3.7
LP601323,140,23,13,6,3.7
LP601520,140,20,15,6,3.7
LP601130,150,30,11,6,3.7
LP601522,150,22,15,6,3.7
LP601622,155,22,16,6,3.7
LP601230,180,30,12,6,3.7
LP601525,180,25,15,6,3.7
LP601528,180,28,15,6,3.7
LP601722,180,22,17,6,3.7
LP602020,190,20,20,6,3.7
LP601135,200,35,11,6,3.7
LP601233,200,33,12,6,3.7
LP601235,200,35,12,6,3.7
LP601236,200,36,12,6,3.7
LP601325,200,25,13,6,3.7
LP601337,200,37,13,6,3.7
LP601428,200,28,14,6,3.7
LP601430,200,30,14,6,3.7
LP601725,220,25,17,6,3.7
LP601726,220,26,17,6,3.7
LP601240,250,40,12,6,3.7
LP601242,250,42,12,6,3.7
LP601243,250,43,12,6,3.7
LP601435,250,35,14,6,3.7
LP602323,250,23,23,6,3.7
LP602934,250,34,29,6,3.7
LP601436,260,36,14,6,3.7
LP601927,270,27,19,6,3.7
LP602025,270,25,20,6,3.7
LP601437,280,37,14,6,3.7
LP601535,280,35,15,6,3.7
LP601248,300,48,12,6,3.7
LP601250,300,50,12,6,3.7
LP601635,300,35,16,6,3.7
LP601730,300,30,17,6,3.7
LP601833,300,33,18,6,3.7
LP602028,300,28,20,6,3.7
LP602030,300,30,20,6,3.7
LP602425,300,25,24,6,3.7
LP602525,300,25,25,6,3.7
LP601733,320,33,17,6,3.7
LP602526,320,26,25,6,3.7
LP601338,350,38,13,6,3.7
LP601444,350,44,14,6,3.7
LP601447,350,47,14,6,3.7
LP601642,350,42,16,6,3.7
LP601735,350,35,17,6,3.7
LP601742,350,42,17,6,3.7
LP601836,350,36,18,6,3.7
LP601543,365,43,15,6,3.7
LP602826,370,26,28,6,3.7
LP601443,380,43,14,6,3.7
LP601263,400,63,12,6,3.7
LP601351,400,51,13,6,3.7
LP601546,400,46,15,6,3.7
LP601548,400,48,15,6,3.7
LP601646,400,46,16,6,3.7
LP602035,400,35,20,6,3.7
LP602428,400,28,24,6,3.7
LP602450,400,50,24,6,3.7
LP602528,400,28,25,6,3.7
LP602530,400,30,25,6,3.7
LP602624,400,24,26,6,3.7
LP602625,400,25,26,6,3.7
LP602626,400,26,26,6,3.7
LP601550,420,50,15,6,3.7
LP601647,420,47,16,6,3.7
LP602136,420,36,21,6,3.7
LP602828,420,28,28,6,3.7
LP601843,430,43,18,6,3.7
LP601453,450,53,14,6,3.7
LP602040,450,40,20,6,3.7
LP602335,450,35,23,6,3.7
LP602338,450,38,23,6,3.7
LP602725,460,25,27,6,3.7
LP602830,460,30,28,6,3.7
LP602234,470,34,22,6,3.7
LP602629,495,29,26,6,3.7
LP601371,500,71,13,6,3.7
LP601373,500,73,13,6,3.7
LP601452,500,52,14,6,3.7
LP601537,500,37,15,6,3.7
LP601648,500,48,16,6,3.7
LP601750,500,50,17,6,3.7
LP601752,500,52,17,6,3.7
LP602039,500,39,20,6,3.7
LP602046,500,46,20,6,3.7
LP602240,500,40,22,6,3.7
LP602339,500,39,23,6,3.7
LP602443,500,43,24,6,3.7
LP602535,500,35,25,6,3.7
LP603027,500,27,30,6,3.7
LP602730,520,30,27,6,3.7
LP602045,530,45,20,6,3.7
LP603333,550,33,33,6,3.7
LP601670,600,70,16,6,3.7
LP601760,600,60,17,6,3.7
LP601955,600,55,19,6,3.7
LP602050,600,50,20,6,3.7
LP602342,600,42,23,6,3.7
LP602540,600,40,25,6,3.7
LP603030,600,30,30,6,3.7
LP603035,600,35,30,6,3.7
LP601862,620,62,18,6,3.7
LP602440,630,40,24,6,3.7
LP602740,630,40,27,6,3.7
LP602055,650,55,20,6,3.7
LP602248,650,48,22,6,3.7
LP602250,650,50,22,6,3.7
LP602447,650,47,24,6,3.7
LP603038,680,38,30,6,3.7
LP602060,700,60,20,6,3.7
LP602445,700,45,24,6,3.7
LP602548,700,48,25,6,3.7
LP602932,700,32,29,6,3.7
LP603040,750,40,30,6,3.7
LP603046,750,46,30,6,3.7
LP603336,750,36,33,6,3.7
LP603434,750,34,34,6,3.7
LP603436,750,36,34,6,3.7
LP602070,800,70,20,6,3.7
LP602844,800,44,28,6,3.7
LP602848,800,48,28,6,3.7
LP603045,800,45,30,6,3.7
LP603047,800,47,30,6,3.7
LP602455,850,55,24,6,3.7
LP603048,870,48,30,6,3.7
LP603442,900,42,34,6,3.7
LP604038,920,38,40,6,3.7
LP602750,950,50,27,6,3.7
LP602850,950,50,28,6,3.7
LP603740,950,40,37,6,3.7
LP604039,950,39,40,6,3.7
LP602080,1000,80,20,6,3.7
LP602560,1000,60,25,6,3.7
LP602660,1000,60,26,6,3.7
LP602760,1000,60,27,6,3.7
LP602763,1000,63,27,6,3.7
LP603043,1000,43,30,6,3.7
LP603051,1000,51,30,6,3.7
LP603054,1000,54,30,6,3.7
LP603345,1000,45,33,6,3.7
LP603347,1000,47,33,6,3.7
LP603443,1000,43,34,6,3.7
LP603448,1000,48,34,6,3.7
LP603550,1000,50,35,6,3.7
LP603648,1000,48,36,6,3.7
LP603943,1000,43,39,6,3.7
LP604040,1000,40,40,6,3.7
LP604045,1000,45,40,6,3.7
LP604134,1000,34,41,6,3.7
LP603643,1050,43,36,6,3.7
LP601890,1100,90,18,6,3.7
LP603055,1100,55,30,6,3.7
LP603060,1100,60,30,6,3.7
LP603548,1100,48,35,6,3.7
LP603053,1150,53,30,6,3.7
LP603545,1150,45,35,6,3.7
LP603064,1200,64,30,6,3.7
LP603356,1200,56,33,6,3.7
LP603450,1200,50,34,6,3.7
LP603455,1200,55,34,6,3.7
LP604048,1200,48,40,6,3.7
LP602380,1250,80,23,6,3.7
LP602670,1300,70,26,6,3.7
LP603162,1300,62,31,6,3.7
LP603465,1300,65,34,6,3.7
LP604546,1380,46,45,6,3.7
LP603458,1400,58,34,6,3.7
LP603462,1400,62,34,6,3.7
LP603759,1400,59,37,6,3.7
LP603954,1400,54,39,6,3.7
LP604050,1400,50,40,6,3.7
LP604240,1400,40,42,6,3.7
LP603856,1500,56,38,6,3.7
LP604755,1500,55,47,6,3.7
LP605050,1500,50,50,6,3.7
LP602690,1600,90,26,6,3.7
LP604057,1650,57,40,6,3.7
LP604060,1650,60,40,6,3.7
LP603668,1700,68,36,6,3.7
LP603493,1800,93,34,6,3.7
LP603498,1800,98,34,6,3.7
LP603962,1800,62,39,6,3.7
LP603966,1800,66,39,6,3.7
LP604757,1800,57,47,6,3.7
LP605447,1800,47,54,6,3.7
LP606066,1800,66,60,6,3.7
LP604949,1900,49,49,6,3.7
LP603098,2000,98,30,6,3.7
LP603585,2000,85,35,6,3.7
LP603773,2000,73,37,6,3.7
LP6042125,2000,125,42,6,3.7
LP604260,2000,60,42,6,3.7
LP604560,2000,60,45,6,3.7
LP604860,2000,60,48,6,3.7
LP605055,2000,55,50,6,3.7
LP605056,2000,56,50,6,3.7
LP605062,2000,62,50,6,3.7
LP605066,2000,66,50,6,3.7
LP603580,2100,80,35,6,3.7
LP604275,2100,75,42,6,3.7
LP604368,2100,68,43,6,3.7
LP605059,2100,59,50,6,3.7
LP605060,2200,60,50,6,3.7
LP605656,2200,56,56,6,3.7
LP604464,2250,64,44,6,3.7
LP603781,2300,81,37,6,3.7
LP603980,2300,80,39,6,3.7
LP604384,2300,84,43,6,3.7
LP605048,2300,48,50,6,3.7
LP605064,2300,64,50,6,3.7
LP604674,2500,74,46,6,3.7
LP605175,2500,75,51,6,3.7
LP606065,2500,65,60,6,3.7
LP605764,2600,64,57,6,3.7
LP6035110,2700,110,35,6,3.7
LP605080,2800,80,50,6,3.7
LP6040103,2900,103,40,6,3.7
LP605571,3000,71,55,6,3.7
LP6036118,3200,118,36,6,3.7
LP606085,3500,85,60,6,3.7
LP605688,3700,88,56,6,3.7
LP605792,3700,92,57,6,3.7
LP606090,4000,90,60,6,3.7
LP606190,4000,90,61,6,3.7
LP606385,4000,85,63,6,3.7
LP606580,4000,80,65,6,3.7
LP6054105,4150,105,54,6,3.7
LP607777,4200,77,77,6,3.7
LP6060100,4300,100,60,6,3.7
LP606597,4600,97,65,6,3.7
LP6053128,5000,128,53,6,3.7
LP6060110,5000,110,60,6,3.7
LP6065125,5000,125,65,6,3.7
LP606684,5000,84,66,6,3.7
LP6066113,5500,113,66,6,3.7
LP608590,6030,90,85,6,3.7
LP612026,95,26,20,6.1,3.7
LP611522,140,22,15,6.1,3.7
LP611724,180,24,17,6.1,3.7
LP612528,500,28,25,6.1,3.7
LP612533,500,33,25,6.1,3.7
LP612343,580,43,23,6.1,3.7
LP613030,580,30,30,6.1,3.7
LP612932,650,32,29,6.1,3.7
LP611663,680,63,16,6.1,3.7
LP612931,710,31,29,6.1,3.7
LP613040,730,40,30,6.1,3.7
LP613545,1100,45,35,6.1,3.7
LP614048,1200,48,40,6.1,3.7
LP613659,1500,59,36,6.1,3.7
LP615048,1500,48,50,6.1,3.7
LP613267,1650,67,32,6.1,3.7
LP613773,2000,73,37,6.1,3.7
LP614561,2100,61,45,6.1,3.7
LP614070,2200,70,40,6.1,3.7
LP614071,2200,71,40,6.1,3.7
LP614072,2200,72,40,6.1,3.7
LP614174,2200,74,41,6.1,3.7
LP6142125,2200,125,42,6.1,3.7
LP615064,2300,64,50,6.1,3.7
LP615272,2700,72,52,6.1,3.7
LP6148101,3500,101,48,6.1,3.7
LP616092,4000,92,60,6.1,3.7
LP616789,4300,89,67,6.1,3.7
LP6153110,4500,110,53,6.1,3.7
LP6176105,7000,105,76,6.1,3.7
LP6172148,7700,148,72,6.1,3.7
LP6186145,9100,145,86,6.1,3.7
LP621013,90,13,10,6.2,3.7
LP621819,150,19,18,6.2,3.7
LP621230,170,30,12,6.2,3.7
LP622020,190,20,20,6.2,3.7
LP622025,240,25,20,6.2,3.7
LP621345,260,45,13,6.2,3.7
LP621537,300,37,15,6.2,3.7
LP621727,300,27,17,6.2,3.7
LP622030,320,30,20,6.2,3.7
LP622930,400,30,29,6.2,3.7
LP622727,480,27,27,6.2,3.7
LP622530,500,30,25,6.2,3.7
